epoch;rand_init;layer;I(X,T);I(Y,T);valid_auc;train_auc;valid_loss;train_loss;mean_weight_layer;std_weight_layer;mean_bias_layer;std_bias_layer
0;1;1;1.9475090556910732;0.15861310851501642;0.3828502595424652;0.3830721974372864;0.6975773572921753;0.7135225534439087;0.0658053606748581;0.3560374677181244;-0.3340478837490082;0.22616985440254211
0;1;2;1.9986423015909445;0.17265559271835818;0.3828502595424652;0.3830721974372864;0.6975773572921753;0.7135225534439087;0.10113757848739624;0.3015202581882477;0.13195933401584625;0.18378393352031708
0;1;3;1.9302904351278078;0.15232544989213803;0.3828502595424652;0.3830721974372864;0.6975773572921753;0.7135225534439087;-0.06124420091509819;0.3311259150505066;0.13972485065460205;0.16313697397708893
0;1;4;1.1143424228067893;0.09690317801427861;0.3828502595424652;0.3830721974372864;0.6975773572921753;0.7135225534439087;0.0675317794084549;0.29726189374923706;-0.09212630987167358;0.4440319240093231
1;1;1;1.9475090556910732;0.15861310851501642;0.38244765996932983;0.382815420627594;0.6968133449554443;0.7120398879051208;0.06572016328573227;0.3558824956417084;-0.3340996503829956;0.22615577280521393
1;1;2;1.9995324795876606;0.17261232050999498;0.38244765996932983;0.382815420627594;0.6968133449554443;0.7120398879051208;0.10107892006635666;0.30145740509033203;0.13219310343265533;0.18369054794311523
1;1;3;1.9376931988581534;0.1535329170089179;0.38244765996932983;0.382815420627594;0.6968133449554443;0.7120398879051208;-0.06130480021238327;0.3309994339942932;0.1403994858264923;0.1661537140607834
1;1;4;1.1198029721876583;0.09867613462680813;0.38244765996932983;0.382815420627594;0.6968133449554443;0.7120398879051208;0.0691504031419754;0.29740288853645325;-0.07904894649982452;0.42553776502609253
2;1;1;1.9456870917868914;0.1580782736851556;0.38204509019851685;0.38237589597702026;0.6955640316009521;0.7094547748565674;0.06559522449970245;0.3556520640850067;-0.3341836631298065;0.22612512111663818
2;1;2;2.0007361099595933;0.17462064786354947;0.38204509019851685;0.38237589597702026;0.6955640316009521;0.7094547748565674;0.10099256038665771;0.3013644814491272;0.1325060874223709;0.18363285064697266
2;1;3;1.9272949809818556;0.15753843338299278;0.38204509019851685;0.38237589597702026;0.6955640316009521;0.7094547748565674;-0.061397187411785126;0.33081620931625366;0.141367107629776;0.1703982651233673
