epoch;rand_init;layer;I(X,T);I(Y,T);valid_auc;train_auc;valid_loss;train_loss;mean_weight_layer;std_weight_layer;mean_bias_layer;std_bias_layer
0;1;1;2.8816383466490576;0.3895260971837393;0.1413043588399887;0.13430938124656677;0.7081789970397949;0.7252179384231567;0.06566887348890305;0.3552142381668091;-0.3347623348236084;0.22519150376319885
0;1;2;1.4629759380031278;0.34271392341709284;0.1413043588399887;0.13430938124656677;0.7081789970397949;0.7252179384231567;0.13155381381511688;0.28590211272239685;-0.37233003973960876;0.07426515221595764
1;1;1;2.85832964051286;0.391869964708647;0.14009663462638855;0.13435877859592438;0.706562876701355;0.7229200601577759;0.06534019857645035;0.3535699248313904;-0.33611202239990234;0.22341684997081757
1;1;2;1.4502485359009896;0.34202649409634045;0.14009663462638855;0.13435877859592438;0.706562876701355;0.7229200601577759;0.12883435189723969;0.28559502959251404;-0.3617984652519226;0.08915906399488449
2;1;1;2.85557082820885;0.3882444960810627;0.138888880610466;0.1343686431646347;0.7036445736885071;0.7187244892120361;0.06490553915500641;0.3513886332511902;-0.3379095494747162;0.22109493613243103
2;1;2;1.4171110157302618;0.3382395172772461;0.138888880610466;0.1343686431646347;0.7036445736885071;0.7187244892120361;0.12498195469379425;0.2855791449546814;-0.3470953106880188;0.10995246469974518
3;1;1;2.8453033383943875;0.38523832510951106;0.13848631083965302;0.13423776626586914;0.6998106837272644;0.7131090760231018;0.06440983712673187;0.34890487790107727;-0.339971125125885;0.21849218010902405
3;1;2;1.4240142233724669;0.33970233764884394;0.13848631083965302;0.13423776626586914;0.6998106837272644;0.7131090760231018;0.12013647705316544;0.2862515151500702;-0.3290017545223236;0.13554058969020844
4;1;1;2.842209249325035;0.3886273383740164;0.13868758082389832;0.13498350977897644;0.6954547762870789;0.7065639495849609;0.06390204280614853;0.34637144207954407;-0.3420911729335785;0.2158849686384201
4;1;2;1.417849504561615;0.3361432584344719;0.13868758082389832;0.13498350977897644;0.6954547762870789;0.7065639495849609;0.11442585289478302;0.28801658749580383;-0.30831634998321533;0.1647941917181015
5;1;1;2.833613505197915;0.377687232248312;0.1447262465953827;0.1431446522474289;0.6909388303756714;0.699532687664032;0.06343616545200348;0.3440496623516083;-0.34404635429382324;0.21354509890079498
5;1;2;1.5681076737028894;0.312276970401383;0.1447262465953827;0.1431446522474289;0.6909388303756714;0.699532687664032;0.1079636812210083;0.2912423610687256;-0.2858361303806305;0.1965859979391098
6;1;1;2.8200260224222333;0.3765684297368441;0.7514090538024902;0.8025943040847778;0.6865214109420776;0.6923606991767883;0.06306827068328857;0.3422034680843353;-0.3456016182899475;0.2117297649383545
6;1;2;1.4229820196273204;0.3378582825125105;0.7514090538024902;0.8025943040847778;0.6865214109420776;0.6923606991767883;0.10084734112024307;0.29622867703437805;-0.2623353600502014;0.2298211306333542
7;1;1;2.774334223763013;0.3680889189053884;0.8500402569770813;0.8639522194862366;0.6823216080665588;0.6852527856826782;0.0628560334444046;0.34109556674957275;-0.34651580452919006;0.2106829732656479
7;1;2;1.3708032215507142;0.31780865516266354;0.8500402569770813;0.8639522194862366;0.6823216080665588;0.6852527856826782;0.09315647929906845;0.3031902611255646;-0.23854105174541473;0.2634713649749756
8;1;1;2.7574435882391892;0.364437911418638;0.8498389720916748;0.8631941080093384;0.678293764591217;0.6782430410385132;0.06285598129034042;0.3409878611564636;-0.3465399146080017;0.210657998919487
8;1;2;1.3611691005331652;0.3147595982958111;0.8498389720916748;0.8631941080093384;0.678293764591217;0.6782430410385132;0.08495219051837921;0.31225651502609253;-0.2151063233613968;0.29661306738853455
9;1;1;2.7574435882391892;0.364437911418638;0.8490338325500488;0.8630385398864746;0.6742197871208191;0.6711798906326294;0.0631270632147789;0.3421385586261749;-0.345429003238678;0.2119361162185669
9;1;2;1.375152456935039;0.31973730419637336;0.8490338325500488;0.8630385398864746;0.6742197871208191;0.6711798906326294;0.07627671211957932;0.32348546385765076;-0.1925821751356125;0.3284670114517212
10;1;1;2.7756825005731853;0.3681681077297805;0.8494364023208618;0.8632583618164062;0.6697072386741638;0.6637310981750488;0.0637325569987297;0.34479886293411255;-0.34295278787612915;0.21485400199890137
10;1;2;1.3967048721794777;0.3268882326969669;0.8494364023208618;0.8632583618164062;0.6697072386741638;0.6637310981750488;0.06715426594018936;0.3368869721889496;-0.17138899862766266;0.35843873023986816
11;1;1;2.8164097349239574;0.37673127086378777;0.8601046800613403;0.8643670678138733;0.6641939878463745;0.6554112434387207;0.06473151594400406;0.34921297430992126;-0.33889421820640564;0.2198408991098404
11;1;2;1.4054779160926012;0.3314978828856616;0.8601046800613403;0.8643670678138733;0.6641939878463745;0.6554112434387207;0.05759338289499283;0.35244762897491455;-0.1517888605594635;0.38615745306015015
12;1;1;2.8425667440614486;0.3896853631300967;0.8621175289154053;0.8644633889198303;0.6570308804512024;0.6456385850906372;0.0661812499165535;0.3556027412414551;-0.333077996969223;0.2274004966020584
12;1;2;1.4135516824809962;0.3350419674361911;0.8621175289154053;0.8644633889198303;0.6570308804512024;0.6456385850906372;0.047591496258974075;0.3701484799385071;-0.1338595449924469;0.4115133583545685
13;1;1;2.8820128075808755;0.3929057655603927;0.8586956262588501;0.8652116060256958;0.6476496458053589;0.6338288187980652;0.06814311444759369;0.3641514778137207;-0.32536137104034424;0.2381051480770111
13;1;2;1.4630643597579525;0.3430398719009258;0.8586956262588501;0.8652116060256958;0.6476496458053589;0.6338288187980652;0.0371427908539772;0.3899698257446289;-0.11747360974550247;0.4346865713596344
14;1;1;2.910060509856585;0.4037166974716202;0.8568840622901917;0.8677525520324707;0.6355026364326477;0.6194605231285095;0.07068127393722534;0.3749729096889496;-0.3156580626964569;0.2525137960910797
14;1;2;1.5188163374219137;0.35776685164368915;0.8568840622901917;0.8677525520324707;0.6355026364326477;0.6194605231285095;0.026248931884765625;0.41188010573387146;-0.10228045284748077;0.4561729431152344
15;1;1;2.9631288233134896;0.41747803529438876;0.8526570200920105;0.8723306655883789;0.6200576424598694;0.6023148894309998;0.07383548468351364;0.38807305693626404;-0.3039677143096924;0.27104896306991577
15;1;2;1.6082173780662181;0.3669045500668364;0.8526570200920105;0.8723306655883789;0.6200576424598694;0.6023148894309998;0.0149344801902771;0.4358040988445282;-0.08770012110471725;0.4767926335334778
16;1;1;3.0481222003309014;0.42210199545958194;0.8609098196029663;0.8798572421073914;0.6008114218711853;0.5824440121650696;0.07760780304670334;0.4033081531524658;-0.2903197705745697;0.2940070629119873
16;1;2;1.6473169298381078;0.36874324111196444;0.8609098196029663;0.8798572421073914;0.6008114218711853;0.5824440121650696;0.003262591315433383;0.46158239245414734;-0.07293011248111725;0.4976806044578552
17;1;1;3.0896716481874;0.43221525679054285;0.8739935159683228;0.8858428001403809;0.5780552625656128;0.5604193806648254;0.08200158923864365;0.4203486442565918;-0.2749520242214203;0.3212055265903473
17;1;2;1.7286687383001862;0.3817294680914287;0.8739935159683228;0.8858428001403809;0.5780552625656128;0.5604193806648254;-0.008650588802993298;0.4889255464076996;-0.05698266625404358;0.520233690738678
18;1;1;3.1642451123475084;0.44622819436685646;0.8808374404907227;0.8894085884094238;0.5541874766349792;0.5374547839164734;0.08697504550218582;0.438697874546051;-0.2583036422729492;0.3519391715526581
18;1;2;1.8552337760645887;0.40009730554641365;0.8808374404907227;0.8894085884094238;0.5541874766349792;0.5374547839164734;-0.02062753401696682;0.5173787474632263;-0.03875845670700073;0.5460066199302673
19;1;1;3.228499848401949;0.47118323562030895;0.8834540843963623;0.8912605047225952;0.5302223563194275;0.5156388878822327;0.09228985756635666;0.4578131437301636;-0.2411540001630783;0.3846842348575592
19;1;2;1.9009006264510564;0.4296931530368382;0.8834540843963623;0.8912605047225952;0.5302223563194275;0.5156388878822327;-0.032428812235593796;0.5463036894798279;-0.017154991626739502;0.576558530330658
20;1;1;3.2430799600382283;0.48128244878869086;0.8784218430519104;0.8953226804733276;0.5095342397689819;0.4968683123588562;0.09768972545862198;0.4770658612251282;-0.2243056744337082;0.41774266958236694
20;1;2;1.9787142129323314;0.4358640947616359;0.8784218430519104;0.8953226804733276;0.5095342397689819;0.4968683123588562;-0.043773945420980453;0.5749183893203735;0.00880153477191925;0.6132665872573853
21;1;1;3.3083518690334532;0.48990246670187254;0.8977455496788025;0.8982709646224976;0.4918407201766968;0.48194044828414917;0.10281369835138321;0.49594539403915405;-0.20869450271129608;0.44906356930732727
21;1;2;1.9842875705925866;0.43401488595479476;0.8977455496788025;0.8982709646224976;0.4918407201766968;0.48194044828414917;-0.054377324879169464;0.6023900508880615;0.03984171152114868;0.6571640372276306
22;1;1;3.339833621979169;0.5074191854556132;0.9005635976791382;0.8976067304611206;0.47718897461891174;0.4712401330471039;0.107352614402771;0.5140690803527832;-0.19524024426937103;0.47659051418304443
22;1;2;2.0157919096783345;0.4510932638445646;0.9005635976791382;0.8976067304611206;0.47718897461891174;0.4712401330471039;-0.06398183107376099;0.6279275417327881;0.07636228203773499;0.70881187915802
23;1;1;3.327874002020577;0.49950079315075335;0.9086151123046875;0.8989648818969727;0.466084361076355;0.46334561705589294;0.11114394664764404;0.5310088396072388;-0.18442875146865845;0.49916940927505493
23;1;2;2.018759181290285;0.4458032364394815;0.9086151123046875;0.8989648818969727;0.466084361076355;0.46334561705589294;-0.07239609211683273;0.6508895754814148;0.11837300658226013;0.7682240605354309
24;1;1;3.357622828989383;0.4851050896905962;0.9094203114509583;0.9003477096557617;0.4571733772754669;0.45653244853019714;0.11401181668043137;0.5465711355209351;-0.17664116621017456;0.515862762928009
