epoch,rand_init,layer,T,Y
0,1,1,4.673415158139871,0.8534174464609814
0,1,2,2.1347218655345976,0.43530759284057474
1,1,1,4.67522320202767,0.8529982841204102
1,1,2,2.155391998818251,0.44343509890168153
2,1,1,4.67410572646601,0.8533868332023467
2,1,2,2.141996966462779,0.4559061389775536
3,1,1,4.6729371338923755,0.854397230907149
3,1,2,2.030201937654083,0.4537908910666375
4,1,1,4.679445019324865,0.8545290354028099
4,1,2,1.982852929843168,0.4600864816965524
5,1,1,4.681072766341806,0.8549779927936658
5,1,2,1.9439795727974385,0.4751004792328679
6,1,1,4.674156839084365,0.8546276881087964
6,1,2,1.8537895824867539,0.4457821948594063
7,1,1,4.674591095886953,0.8548124642584938
7,1,2,1.6051746981016546,0.32891906770712787
8,1,1,4.680916676700537,0.8551678674439804
8,1,2,1.4703949084430175,0.20936424374967233
9,1,1,4.680917552088697,0.8589604124268853
9,1,2,1.6730577343047441,0.3541219346338518
10,1,1,4.676689343716276,0.8576137725233446
10,1,2,1.699688904410677,0.4571712449801182
11,1,1,4.672128307440127,0.8593191534720068
11,1,2,1.7500430258076385,0.4873435869026852
12,1,1,4.664863861190325,0.8613763279769966
12,1,2,1.7609696977477167,0.48296228176562783
13,1,1,4.64655943064516,0.860459222828843
13,1,2,1.7707932171456582,0.47325612201523404
14,1,1,4.626655823846818,0.8618353457198431
14,1,2,1.7832149668552004,0.46216233402347395
15,1,1,4.614365248997663,0.8631123825765306
15,1,2,1.8045175114210341,0.4527228734554969
16,1,1,4.608414298832601,0.8594187678166669
16,1,2,1.8274091843727183,0.4438882293052582
17,1,1,4.598031365251186,0.8598765515728415
17,1,2,1.8453701867328531,0.43714155198625626
18,1,1,4.5867415430353,0.8568053677769498
18,1,2,1.8471356567560235,0.4308647947918871
19,1,1,4.584598721183577,0.8562780555311011
19,1,2,1.833154342966398,0.421996068780794
20,1,1,4.583408475322006,0.8554308881408597
20,1,2,1.8194548116531077,0.41744406946094337
21,1,1,4.574656663152528,0.8544447203080425
21,1,2,1.8071803543022735,0.41402169192518823
22,1,1,4.555852084410658,0.8545826053661898
22,1,2,1.7989666558938522,0.4137258538390576
23,1,1,4.5509324328095975,0.857553623697159
23,1,2,1.795734564220698,0.4179444022914809
24,1,1,4.554087817731176,0.856697624015081
24,1,2,1.8016303130582259,0.42936727761914106
25,1,1,4.556599499390154,0.8594003226512417
25,1,2,1.8037159098468667,0.43666149419800515
26,1,1,4.5601090720069175,0.8568160611406119
26,1,2,1.8108348499357785,0.44897715896235857
27,1,1,4.574223639378754,0.8583996834653149
27,1,2,1.8244464906478672,0.459053966376767
28,1,1,4.572616803549502,0.8574859233774239
28,1,2,1.8327702874175191,0.47471013007049745
29,1,1,4.567703558295918,0.8598414051738823
29,1,2,1.84172139074815,0.4924794104836825
30,1,1,4.585816703581538,0.8589753950547614
30,1,2,1.8432453313220822,0.5058065969893892
31,1,1,4.5929382935519865,0.8598536683316818
31,1,2,1.844165542806886,0.5161324383952706
32,1,1,4.598319274120783,0.8624293986554026
32,1,2,1.8542454818089427,0.5308205988615087
33,1,1,4.602474964344114,0.861638081746527
33,1,2,1.8743443532669222,0.5481372237118278
34,1,1,4.609668241884457,0.8622834887661028
34,1,2,1.883177023871946,0.5646171204225698
