epoch;rand_init;layer;I(X,T);I(Y,T);valid_auc;train_auc;valid_loss;train_loss;mean_weight_layer;std_weight_layer;mean_bias_layer;std_bias_layer
0;1;1;2.531295049547749;0.29226003813294277;0.33474233746528625;0.3133333921432495;0.7070448398590088;0.7084285020828247;0.06537723541259766;0.35493898391723633;-0.33521267771720886;0.2250177264213562
0;1;2;2.6067816966579054;0.29354490221469076;0.33474233746528625;0.3133333921432495;0.7070448398590088;0.7084285020828247;0.06272882223129272;0.3158710300922394;0.10122814029455185;0.27181127667427063
0;1;3;1.613378375888555;0.19089776552873916;0.33474233746528625;0.3133333921432495;0.7070448398590088;0.7084285020828247;0.2762433886528015;0.2499154508113861;-0.3130044639110565;0.13562439382076263
1;1;1;2.5321554234962065;0.29281167011333675;0.33474233746528625;0.31316548585891724;0.706264317035675;0.707671582698822;0.06449705362319946;0.3527398109436035;-0.3374273478984833;0.2228841930627823
1;1;2;2.5902252127588117;0.29277668526590483;0.33474233746528625;0.31316548585891724;0.706264317035675;0.707671582698822;0.061038557440042496;0.3149242103099823;0.09831047058105469;0.2769097089767456
1;1;3;1.599653725122935;0.19205161889616607;0.33474233746528625;0.31316548585891724;0.706264317035675;0.707671582698822;0.2746952772140503;0.24876722693443298;-0.3120989501476288;0.1369049847126007
2;1;1;2.5252519443996837;0.29024439933541135;0.34017714858055115;0.3137235641479492;0.704874575138092;0.7063244581222534;0.06327048689126968;0.34969085454940796;-0.34048715233802795;0.21997398138046265
2;1;2;2.5583936097744253;0.2913330275427226;0.34017714858055115;0.3137235641479492;0.704874575138092;0.7063244581222534;0.058678530156612396;0.31363847851753235;0.09434320777654648;0.28406259417533875
2;1;3;1.586012684815426;0.19027052796566668;0.34017714858055115;0.3137235641479492;0.704874575138092;0.7063244581222534;0.27259498834609985;0.24721871316432953;-0.31075137853622437;0.13881073892116547
3;1;1;2.47173321861181;0.28360022939738316;0.32930755615234375;0.3131555914878845;0.7031196355819702;0.7045817375183105;0.061756301671266556;0.34596091508865356;-0.34422606229782104;0.2164825201034546
3;1;2;2.5083285556362833;0.2833207590947455;0.32930755615234375;0.3131555914878845;0.7031196355819702;0.7045817375183105;0.055766511708498;0.31211134791374207;0.08959712833166122;0.2929583191871643
