epoch;rand_init;layer;I(X,T);I(Y,T);accuracy
0;1;1;4.274307056847304;0.7162920820046601;0.6839640140533447
0;1;2;0.0929509212009153;0.015307410514442399;0.6839640140533447
1;1;1;4.27388225356729;0.7150924104604508;0.692054033279419
1;1;2;0.09480229984755512;0.01623373730224431;0.692054033279419
2;1;1;4.272778517004998;0.7128266857380527;0.7056399583816528
2;1;2;0.0990314661138972;0.018081960175380107;0.7056399583816528
3;1;1;4.270600187837466;0.7095102670457534;0.722055971622467
3;1;2;0.10656017594904654;0.02091255578942741;0.722055971622467
4;1;1;4.266611403323738;0.7050402049030122;0.73580002784729
4;1;2;0.11832094486530806;0.02481438648074663;0.73580002784729
5;1;1;4.259787408467326;0.6993056087249405;0.7467759847640991
5;1;2;0.13492309714828368;0.029891885521723616;0.7467759847640991
6;1;1;4.248865633849323;0.692402796903667;0.7540299892425537
6;1;2;0.15637950396164163;0.03621348324639451;0.7540299892425537
7;1;1;4.232780029986399;0.6839633617664536;0.7589479684829712
7;1;2;0.1822607501554579;0.043863301801751575;0.7589479684829712
8;1;1;4.210076893090657;0.6738244674819169;0.7634819746017456
8;1;2;0.21192093028720146;0.05300992795987991;0.7634819746017456
9;1;1;4.179637210112324;0.6621200226273833;0.7688679695129395
9;1;2;0.24443282834127253;0.06376893712615495;0.7688679695129395
10;1;1;4.141029515045662;0.6488885752097504;0.7747679948806763
10;1;2;0.27896247854215384;0.0762738919599748;0.7747679948806763
11;1;1;4.094970807395152;0.6348641416742229;0.7822999954223633
11;1;2;0.31484284967412146;0.09049937182606493;0.7822999954223633
12;1;1;4.042909341701711;0.6210348277455378;0.7905899882316589
12;1;2;0.35170734196651543;0.10626303717244268;0.7905899882316589
13;1;1;3.9873051874841754;0.608312526553938;0.7998839616775513
13;1;2;0.38949790876930673;0.12353659139929851;0.7998839616775513
14;1;1;3.9292971136112302;0.5971370555010509;0.8103640079498291
14;1;2;0.4282709016763543;0.1421935868025508;0.8103640079498291
15;1;1;3.872009650586832;0.5884324542729473;0.8212559819221497
15;1;2;0.46822266620562003;0.16168111483466596;0.8212559819221497
