epoch;rand_init;layer;I(X,T);I(Y,T);accuracy
0;1;1;7.18336640485084;0.6667953190699905;0.322299987077713
0;1;2;1.0008705291928077;0.2294844931433282;0.322299987077713
1;1;1;7.171034399319566;0.6653249937189081;0.3291800022125244
1;1;2;1.031288859583527;0.23042316386252715;0.3291800022125244
2;1;1;7.147809475908868;0.6625718517393615;0.34393200278282166
2;1;2;1.093477095777807;0.23051189782430548;0.34393200278282166
3;1;1;7.116031912609184;0.6574763653419424;0.368012011051178
3;1;2;1.1885478039374497;0.23017176329847544;0.368012011051178
4;1;1;7.07454791292114;0.6494517689656689;0.3978840112686157
4;1;2;1.312051568501924;0.23404375418156498;0.3978840112686157
5;1;1;7.0299809524697;0.6414863094901193;0.4264400005340576
5;1;2;1.452591528526364;0.24582083294542834;0.4264400005340576
6;1;1;6.9915827630634695;0.6369605345765166;0.4492200016975403
6;1;2;1.593698664089727;0.2626138835393892;0.4492200016975403
7;1;1;6.965053026126689;0.6334205101972827;0.46634000539779663
7;1;2;1.7206107057533462;0.2791253862490395;0.46634000539779663
8;1;1;6.934833925530018;0.6280823028678704;0.47965601086616516
8;1;2;1.824785872415423;0.29252518917404835;0.47965601086616516
9;1;1;6.896849325908686;0.6217288328961743;0.4901360273361206
9;1;2;1.9027875725830148;0.3022248206314506;0.4901360273361206
10;1;1;6.872164762077784;0.6147926617521229;0.4986000061035156
10;1;2;1.954276786298859;0.30870460126548327;0.4986000061035156
11;1;1;6.860898013980595;0.6112429703238647;0.5058079957962036
11;1;2;1.9797825493277763;0.3124040685339935;0.5058079957962036
12;1;1;6.8613836765382565;0.6116941028338374;0.5122280120849609
12;1;2;1.9806588684883604;0.31323426267759924;0.5122280120849609
13;1;1;6.871007871905292;0.6145428335992982;0.5183839797973633
13;1;2;1.9581899387754094;0.31027802626719225;0.5183839797973633
14;1;1;6.882719998500523;0.6193820457792931;0.5248860120773315
14;1;2;1.9137941680324504;0.30218043648605963;0.5248860120773315
15;1;1;6.901181249413078;0.6268077775604546;0.5319440364837646
15;1;2;1.849708347198633;0.2875221147043483;0.5319440364837646
16;1;1;6.926451302556384;0.636236810910642;0.5432380437850952
16;1;2;1.770154574926189;0.2658495411847266;0.5432380437850952
17;1;1;6.948861033936449;0.6446079267036993;0.5632380247116089
17;1;2;1.6813800962580068;0.23901746390679612;0.5632380247116089
18;1;1;6.974879969223004;0.6520019518178017;0.5956679582595825
18;1;2;1.5928180684901685;0.21303976866136054;0.5956679582595825
19;1;1;7.015534306696374;0.6608746106201409;0.6486420035362244
19;1;2;1.5220368148526582;0.19875795615072178;0.6486420035362244
20;1;1;7.079663410629145;0.6789299100132027;0.7126319408416748
20;1;2;1.4885217592073738;0.20877475375426258;0.7126319408416748
21;1;1;7.146863002244988;0.7034187911621643;0.7770599722862244
21;1;2;1.505818162714025;0.24920250249596343;0.7770599722862244
22;1;1;7.256670624760805;0.7361128521529388;0.8289320468902588
22;1;2;1.5693665967846906;0.3108090041905207;0.8289320468902588
23;1;1;7.367888908940632;0.7543460449016663;0.864564061164856
23;1;2;1.664779634022704;0.3743452711141426;0.864564061164856
24;1;1;7.533162294077204;0.786787040489628;0.884611964225769
24;1;2;1.7871590442093632;0.425383957537699;0.884611964225769
25;1;1;7.689516642394256;0.8215791577937495;0.8945479989051819
25;1;2;1.9348532990398244;0.4587974609769727;0.8945479989051819
26;1;1;7.840880721597287;0.8498201693450511;0.9000099897384644
26;1;2;2.105482118613369;0.4755209266011544;0.9000099897384644
27;1;1;8.004145340087263;0.8766164294026275;0.9027280211448669
27;1;2;2.2889069126327857;0.47965889250359606;0.9027280211448669
28;1;1;8.172999150802415;0.8976118347763631;0.9031679630279541
28;1;2;2.4741396968036273;0.4768937841882792;0.9031679630279541
29;1;1;8.326429389446353;0.9089301900528319;0.9018639326095581
29;1;2;2.656064099687838;0.47104595070627386;0.9018639326095581
30;1;1;8.464045149170133;0.9195213530202153;0.8995479941368103
30;1;2;2.8262483067604887;0.4645541200002423;0.8995479941368103
31;1;1;8.551388548750001;0.9210118915921228;0.897275984287262
31;1;2;2.9855516185591435;0.4583206518914915;0.897275984287262
32;1;1;8.62013058671311;0.9204920100434464;0.8955679535865784
32;1;2;3.1310003743390826;0.45344061082492804;0.8955679535865784
33;1;1;8.675069583413816;0.9199341491485704;0.8946080207824707
33;1;2;3.2637448626295553;0.451305187911208;0.8946080207824707
34;1;1;8.71097090028961;0.9154687932961743;0.894819974899292
34;1;2;3.3861281974745183;0.45226370422828754;0.894819974899292
35;1;1;8.734433663997677;0.9094582092521932;0.8963879942893982
35;1;2;3.499522741987923;0.45667535129809966;0.8963879942893982
36;1;1;8.750848623866439;0.9024643814320257;0.8989239931106567
36;1;2;3.60356768885334;0.46379943095640286;0.8989239931106567
37;1;1;8.758820590133222;0.8959385770619335;0.9027919769287109
37;1;2;3.7002124191021175;0.47383960443837037;0.9027919769287109
38;1;1;8.764285833926127;0.8954974882557032;0.9074920415878296
38;1;2;3.789577144698767;0.486477324521962;0.9074920415878296
39;1;1;8.771018428130944;0.8939143761997741;0.9126319885253906
39;1;2;3.8701508551814614;0.5007617677231417;0.9126319885253906
40;1;1;8.768245228284805;0.8930102179599757;0.9185119867324829
40;1;2;3.941193643606591;0.5165426552099106;0.9185119867324829
41;1;1;8.760543742871903;0.8942543544175159;0.9240440130233765
41;1;2;4.008693155069775;0.5326586762545826;0.9240440130233765
42;1;1;8.753937475427122;0.8948941702734672;0.9298039674758911
42;1;2;4.073234395284361;0.5484778566279829;0.9298039674758911
43;1;1;8.761854658030266;0.8961258826994616;0.9355359673500061
43;1;2;4.133872683581205;0.5655131066396821;0.9355359673500061
44;1;1;8.774305562608877;0.8984489157681388;0.9411559700965881
44;1;2;4.1919491237966255;0.5848326905139496;0.9411559700965881
45;1;1;8.776865373751782;0.9008089384102824;0.9461879730224609
45;1;2;4.249605929769194;0.605299081370382;0.9461879730224609
46;1;1;8.778605739519616;0.9046889455624729;0.9508320093154907
46;1;2;4.301019723761582;0.6207039872438269;0.9508320093154907
47;1;1;8.78259390442648;0.909664774035047;0.9552600383758545
47;1;2;4.35733549279126;0.6333331983090922;0.9552600383758545
48;1;1;8.79007109047367;0.9166525024230197;0.9596079587936401
48;1;2;4.416898148628093;0.6478290834153277;0.9596079587936401
49;1;1;8.798483272471529;0.9244983434059364;0.9632479548454285
49;1;2;4.474759936723691;0.6656374264009264;0.9632479548454285
50;1;1;8.809932739495771;0.9293456888974703;0.9664119482040405
50;1;2;4.528278076520847;0.677685981906329;0.9664119482040405
51;1;1;8.818894565149801;0.9311154934319212;0.9694600105285645
51;1;2;4.57715209154389;0.6925075761818569;0.9694600105285645
52;1;1;8.831811601877671;0.9357904542140609;0.9724680185317993
52;1;2;4.621550451033986;0.7072704271638015;0.9724680185317993
53;1;1;8.840377077696921;0.9427496878113004;0.9750840663909912
53;1;2;4.6627293456837915;0.7213746278488866;0.9750840663909912
54;1;1;8.850536743068655;0.949891887969688;0.9774799346923828
54;1;2;4.700787442746391;0.7339896520770797;0.9774799346923828
55;1;1;8.856019010892926;0.9560170900396479;0.9797120094299316
55;1;2;4.731340701121602;0.7511178093950921;0.9797120094299316
56;1;1;8.848325060958416;0.9561754114686067;0.9818840026855469
56;1;2;4.759485869007136;0.7670074601909675;0.9818840026855469
57;1;1;8.830492853974452;0.9587773846690943;0.9838320016860962
57;1;2;4.776660218171816;0.7820053923156527;0.9838320016860962
58;1;1;8.809407089662859;0.965211848465735;0.9854159951210022
58;1;2;4.7874845438342994;0.7923447118921034;0.9854159951210022
59;1;1;8.7853153742319;0.9698767887108843;0.9868320226669312
59;1;2;4.793171755857668;0.8063396251054824;0.9868320226669312
60;1;1;8.752647767063497;0.9738319690413242;0.9880120158195496
60;1;2;4.802399698702629;0.8197437959784635;0.9880120158195496
61;1;1;8.727882198899074;0.9777918586191596;0.9889400005340576
61;1;2;4.802636481089974;0.8295642166530683;0.9889400005340576
62;1;1;8.694364030116635;0.9773593928382347;0.9896720051765442
62;1;2;4.8015227855733515;0.8348825544561151;0.9896720051765442
63;1;1;8.661669472160863;0.9750981775879843;0.9903559684753418
63;1;2;4.803716579965461;0.844396380097221;0.9903559684753418
64;1;1;8.632970328583077;0.9760628801554176;0.9908759593963623
64;1;2;4.80385534071096;0.8463817364281665;0.9908759593963623
65;1;1;8.603257897109561;0.9787053581093872;0.99126797914505
65;1;2;4.798656448794605;0.8490191645618452;0.99126797914505
66;1;1;8.579345053200338;0.9817789771031684;0.9916439652442932
66;1;2;4.7941410275000305;0.854313538766144;0.9916439652442932
67;1;1;8.563795745244906;0.9808845439610323;0.9919079542160034
67;1;2;4.7811728301094;0.857683121999087;0.9919079542160034
68;1;1;8.555807679742866;0.979608712751741;0.9922400116920471
68;1;2;4.7710613977049645;0.8578369655019022;0.9922400116920471
69;1;1;8.548653745119026;0.979595759213133;0.9924439191818237
