epoch;rand_init;layer;I(X,T);I(Y,T);accuracy
0;1;1;1.532535587216882;0.32296645266809887;0.4964199960231781
0;1;2;0.024379151853478165;0.00011319258820058353;0.4964199960231781
1;1;1;1.5301359574424933;0.32223935561171846;0.4967159628868103
1;1;2;0.023371162665336342;0.00010137650983638169;0.4967159628868103
2;1;1;1.5258494630247212;0.3209211480806282;0.4974919855594635
2;1;2;0.02153235530223596;8.251099086709068e-05;0.4974919855594635
3;1;1;1.520263957950073;0.31916216903853534;0.4989040195941925
3;1;2;0.019097915898821816;6.427746111720145e-05;0.4989040195941925
4;1;1;1.5140314502564878;0.3171413998300354;0.5006800293922424
4;1;2;0.016353894026524873;5.65134565226888e-05;0.5006800293922424
5;1;1;1.5077529466124857;0.3150152154886505;0.5025280117988586
5;1;2;0.013595259174604912;7.050450892115423e-05;0.5025280117988586
6;1;1;1.5018203977853433;0.31290320662138127;0.5054280161857605
6;1;2;0.011067899313052632;0.00011792683720890373;0.5054280161857605
7;1;1;1.496408292110239;0.31088250762256675;0.5096880197525024
7;1;2;0.008947783560599776;0.00021039524377158836;0.5096880197525024
8;1;1;1.4915133161691507;0.3089988107994084;0.5197279453277588
8;1;2;0.0073219093605523256;0.0003589929597245245;0.5197279453277588
9;1;1;1.486727174485738;0.307211675815684;0.557744026184082
9;1;2;0.006207367538740405;0.0005768306327611494;0.557744026184082
10;1;1;1.481841816108989;0.3056149229944618;0.6596839427947998
10;1;2;0.005578573513105756;0.0008748719465719867;0.6596839427947998
11;1;1;1.4763720647359124;0.3042418195242267;0.7614560127258301
11;1;2;0.005376946216306244;0.0012622668199350762;0.7614560127258301
12;1;1;1.4693240608533742;0.3028578438315299;0.8147859573364258
12;1;2;0.005545645698075141;0.0017448557822687394;0.8147859573364258
13;1;1;1.460349173648865;0.30167001022718476;0.8402320146560669
13;1;2;0.006063061820060334;0.0023272399709893254;0.8402320146560669
14;1;1;1.4495641466355813;0.3011102545866833;0.8537560105323792
14;1;2;0.0069224089422736945;0.003033625974044163;0.8537560105323792
15;1;1;1.437399220729628;0.30142076042873134;0.8624379634857178
15;1;2;0.00812718904716303;0.003888997968380603;0.8624379634857178
16;1;1;1.4245912102955491;0.30288232233620427;0.8685719966888428
16;1;2;0.00969792739123232;0.004898335671567278;0.8685719966888428
17;1;1;1.41188627645119;0.3053650283440694;0.8737559914588928
17;1;2;0.011677229515518972;0.006091989833195088;0.8737559914588928
18;1;1;1.3997854507219847;0.30875620455601127;0.8791519999504089
18;1;2;0.014117818016476935;0.007494099270598187;0.8791519999504089
19;1;1;1.3890379889074813;0.31285534263495496;0.8839700222015381
19;1;2;0.01708617345956065;0.009124235306259054;0.8839700222015381
20;1;1;1.381095563547475;0.3175182169693318;0.8867720365524292
20;1;2;0.020715784028188633;0.01103557017018264;0.8867720365524292
21;1;1;1.3767615975564964;0.32247621927527237;0.888159990310669
21;1;2;0.02512347510791768;0.013261038216004994;0.888159990310669
22;1;1;1.3771805340975054;0.3276891403304272;0.8882080316543579
22;1;2;0.030481102782986103;0.015858984004467613;0.8882080316543579
23;1;1;1.3834530759997161;0.33341857064460245;0.8869199752807617
23;1;2;0.0370484395390962;0.018957616977569758;0.8869199752807617
24;1;1;1.395868853747566;0.3397562406323962;0.8847039937973022
24;1;2;0.04505212555846616;0.022668709216811467;0.8847039937973022
25;1;1;1.4141594129340276;0.3466834217613848;0.8818719983100891
25;1;2;0.05472365273159707;0.02710296364015935;0.8818719983100891
26;1;1;1.4376579289432105;0.35406606309904864;0.8788279294967651
26;1;2;0.066249322438247;0.032367261178103846;0.8788279294967651
27;1;1;1.4653704871649011;0.36170555441737484;0.8756960034370422
27;1;2;0.07974819226640717;0.038550993364610986;0.8756960034370422
28;1;1;1.4964222960563915;0.3694222514827572;0.8726480007171631
28;1;2;0.09526154252573726;0.04573466190935904;0.8726480007171631
29;1;1;1.5298241231394296;0.3770476895342689;0.8700519800186157
29;1;2;0.11274389718078859;0.05397048656781095;0.8700519800186157
30;1;1;1.5644810663313942;0.3844492629733256;0.8683440089225769
30;1;2;0.13204904262136474;0.06329029021940691;0.8683440089225769
31;1;1;1.5994520024817438;0.3915332771154044;0.8673359751701355
31;1;2;0.15300550393176526;0.07369220411338961;0.8673359751701355
32;1;1;1.633989309368911;0.39829261568031693;0.8672099709510803
32;1;2;0.17543482217843565;0.08517250999766315;0.8672099709510803
33;1;1;1.6673765721166645;0.4046893815250404;0.8676559925079346
33;1;2;0.199147471030086;0.09763637837834793;0.8676559925079346
34;1;1;1.699137422524832;0.4107686797000646;0.8684359788894653
34;1;2;0.22403269738930587;0.11099169721976226;0.8684359788894653
35;1;1;1.7290181711905694;0.41656081649368304;0.8698880076408386
35;1;2;0.24994176421622516;0.12506452659547276;0.8698880076408386
36;1;1;1.7569078725462492;0.4221478619813829;0.8712480068206787
36;1;2;0.27681197147414704;0.13967414968216368;0.8712480068206787
37;1;1;1.7830173831919753;0.4276154310698641;0.8722440004348755
37;1;2;0.3045079940186406;0.15464282194051382;0.8722440004348755
38;1;1;1.8078972330829854;0.4331055549584155;0.8736599683761597
38;1;2;0.3328466940983619;0.16977264360280964;0.8736599683761597
39;1;1;1.83198263460725;0.4387188557544538;0.8757240176200867
39;1;2;0.36154980346800514;0.18484368304714116;0.8757240176200867
40;1;1;1.8560904217977363;0.44460637304111916;0.8775759935379028
40;1;2;0.39037309392556585;0.19970345197280231;0.8775759935379028
41;1;1;1.8807787338792314;0.4509248549581155;0.8794280290603638
41;1;2;0.41900564702478293;0.214269050370344;0.8794280290603638
42;1;1;1.9066661252776058;0.45783418230149353;0.8809959888458252
42;1;2;0.4471421773302826;0.22845251509124542;0.8809959888458252
43;1;1;1.9342093649237184;0.46547555691193165;0.8826520442962646
43;1;2;0.4744962027346775;0.24216514615246762;0.8826520442962646
44;1;1;1.9639421338680487;0.47400605712326593;0.8838840126991272
44;1;2;0.5008328452686308;0.25534782416010093;0.8838840126991272
45;1;1;1.9961945171312623;0.4835480320517357;0.8851879835128784
45;1;2;0.5259301637403444;0.26792242546024503;0.8851879835128784
