epoch;rand_init;layer;I(X,T);I(Y,T);accuracy
0;1;1;0.7000679555040783;0.12159529836718841;0.6638699769973755
0;1;2;4.923847148763372e-05;7.882171485729117e-06;0.6638699769973755
1;1;1;0.699877003240001;0.12138585834147575;0.6609899997711182
1;1;2;4.88897752597417e-05;8.47027564754299e-06;0.6609899997711182
2;1;1;0.6995247933717579;0.12099225641091937;0.6490960121154785
2;1;2;5.132167184251912e-05;9.637880909574292e-06;0.6490960121154785
3;1;1;0.6990006166667468;0.12041280669427845;0.6286640167236328
3;1;2;6.096238789110586e-05;1.1481109205568885e-05;0.6286640167236328
4;1;1;0.6985067388573256;0.11976510771286497;0.631816029548645
4;1;2;8.156806021997198e-05;1.401010386081758e-05;0.631816029548645
5;1;1;0.6980619709337104;0.11907591019174646;0.6552879810333252
5;1;2;0.00011476425046552663;1.7404973698731396e-05;0.6552879810333252
6;1;1;0.6976393307021302;0.1183439844993659;0.6663839817047119
6;1;2;0.00016029836579489753;2.2068120060003693e-05;0.6663839817047119
7;1;1;0.6975230335947398;0.11776159249939866;0.6677640080451965
7;1;2;0.0002166148067859197;2.8404488390032512e-05;0.6677640080451965
8;1;1;0.697708641413457;0.11741845439061471;0.6661440134048462
8;1;2;0.00028363318310731245;3.7314137021349225e-05;0.6661440134048462
9;1;1;0.6981893677457292;0.11732827681031432;0.6643199920654297
9;1;2;0.00036408268331822313;5.015268329433553e-05;0.6643199920654297
10;1;1;0.6990057148718529;0.11749661158766633;0.6629739999771118
10;1;2;0.0004649763281769914;6.900926276487418e-05;0.6629739999771118
11;1;1;0.7002772125008772;0.11798460789797582;0.6624299883842468
11;1;2;0.0005984226012589744;9.642605907700386e-05;0.6624299883842468
12;1;1;0.7019657556069454;0.11874633587999073;0.664713978767395
12;1;2;0.0007812359192844731;0.0001361490124613951;0.664713978767395
13;1;1;0.7041710351095514;0.11976546406334387;0.674235999584198
13;1;2;0.0010346941905945428;0.00019256365129427522;0.674235999584198
14;1;1;0.7069609428388999;0.12109680769262088;0.6900240182876587
14;1;2;0.001382035128440151;0.0002701095334258774;0.6900240182876587
15;1;1;0.7103148707604516;0.12268712943704152;0.7028560042381287
15;1;2;0.001846198962284884;0.0003741196270605762;0.7028560042381287
16;1;1;0.7141952126387849;0.12449705929764043;0.7108500003814697
16;1;2;0.0024477839765650877;0.0005098890229684461;0.7108500003814697
17;1;1;0.7185351033104848;0.1264960882448678;0.7154439687728882
17;1;2;0.0032018549169627875;0.0006829688729892425;0.7154439687728882
18;1;1;0.7231770352661266;0.12861440830546078;0.7193019986152649
18;1;2;0.0041157583389597185;0.0008987197979000161;0.7193019986152649
19;1;1;0.72803821298705;0.13089558830018833;0.7233999967575073
19;1;2;0.005187534147284456;0.0011619811821572679;0.7233999967575073
20;1;1;0.7329081206830983;0.13333750788691612;0.7283320426940918
20;1;2;0.006406029420310766;0.001475542897985127;0.7283320426940918
21;1;1;0.737738034867303;0.13590788881515214;0.7344560027122498
21;1;2;0.007758956273543394;0.0018460804703015476;0.7344560027122498
22;1;1;0.7423033844277738;0.1385894842430475;0.7427999973297119
22;1;2;0.009224125084178247;0.0022803668724524773;0.7427999973297119
23;1;1;0.746500855745329;0.14140818437080904;0.7534400224685669
23;1;2;0.010781645731175793;0.0027870550130457694;0.7534400224685669
24;1;1;0.750296419045843;0.1444222406950897;0.765995979309082
24;1;2;0.012410894987386456;0.0033688252557115828;0.765995979309082
25;1;1;0.7536503102299639;0.14759224482647948;0.7808339595794678
25;1;2;0.014103181895942285;0.0040389658285879815;0.7808339595794678
26;1;1;0.7565756903755725;0.15095795200440731;0.7972519993782043
26;1;2;0.015854806004450328;0.004805887346332582;0.7972519993782043
27;1;1;0.7592183064073517;0.15453184238489515;0.814732015132904
27;1;2;0.017660789694406542;0.005678936809421886;0.814732015132904
28;1;1;0.7617073076326184;0.15833663616838578;0.8320800065994263
28;1;2;0.0195309108371875;0.0066662020701881985;0.8320800065994263
29;1;1;0.7641111494774115;0.16233365082055995;0.8480479717254639
29;1;2;0.021471193176117342;0.007777990541775193;0.8480479717254639
30;1;1;0.7664435751371066;0.1665254520826358;0.8613719940185547
30;1;2;0.02350353657705062;0.009028381766848836;0.8613719940185547
31;1;1;0.768939689690975;0.1709873336872132;0.8718120455741882
31;1;2;0.02564140839546747;0.010447243007346785;0.8718120455741882
32;1;1;0.7719408291318279;0.17566577589053534;0.8795440196990967
32;1;2;0.027885855546015303;0.01204151666381792;0.8795440196990967
33;1;1;0.7756529994025394;0.18057758975110927;0.8859440088272095
33;1;2;0.03023101516558757;0.013821046479819188;0.8859440088272095
34;1;1;0.7805887793877009;0.18587638255794525;0.8914200067520142
34;1;2;0.0327006414304134;0.015809051428739673;0.8914200067520142
35;1;1;0.7870739791902288;0.19160486791311016;0.8963559865951538
35;1;2;0.03530098638947887;0.018028763558145533;0.8963559865951538
36;1;1;0.7954741452365495;0.19791671813952671;0.9003159999847412
36;1;2;0.03801437373528671;0.02051592510326672;0.9003159999847412
37;1;1;0.8058028724028361;0.20493502609357428;0.9047859907150269
37;1;2;0.040817129724690204;0.02331789330670042;0.9047859907150269
38;1;1;0.8179939202923858;0.2127072438916775;0.9091440439224243
38;1;2;0.043692887115533985;0.02647058319036666;0.9091440439224243
39;1;1;0.8317801599990355;0.22119241782502108;0.9129400253295898
39;1;2;0.04664617848916386;0.03000473231849421;0.9129400253295898
40;1;1;0.8467492744877836;0.2302640052316196;0.9169360399246216
40;1;2;0.0496550987124138;0.033931659927347146;0.9169360399246216
41;1;1;0.8626818687450548;0.2398309375645944;0.920960009098053
41;1;2;0.05272119938837472;0.03826609090268196;0.920960009098053
42;1;1;0.8792006379495216;0.24979090110972724;0.9245480298995972
42;1;2;0.05587716047232538;0.043030976083399564;0.9245480298995972
