epoch,rand_init,layer,T,Y
0,1,1,4.549639519830425,0.4442323452923027
0,1,2,1.33973601985124,0.13391464250836416
0,1,3,1.2425376929595693,0.12158817130623722
0,1,4,0.7242456380936702,0.07104084742015937
1,1,1,4.549851349697214,0.44423234529230093
1,1,2,1.3384336527814433,0.13367253034568405
1,1,3,1.2408776796741883,0.12126683711825548
1,1,4,0.7205704830695243,0.07201731579049864
2,1,1,4.55032309973252,0.44420642173687774
2,1,2,1.335959055185179,0.13358326545302068
2,1,3,1.2367754799100332,0.12196164318289515
2,1,4,0.7148979407105251,0.07490651354819633
3,1,1,4.5504078386687254,0.4440207230193032
3,1,2,1.3348838571943453,0.13345047090899298
3,1,3,1.2342183371988282,0.12237089449240024
3,1,4,0.7069619475863966,0.07881110224899346
4,1,1,4.550782683774729,0.4439696314343866
4,1,2,1.3319536648620378,0.1331319433454885
4,1,3,1.2323942456646542,0.1231515221740378
4,1,4,0.6960143942186727,0.08397352332617647
5,1,1,4.550481539113996,0.44395827413390876
5,1,2,1.329991016860375,0.1327481174753231
5,1,3,1.2246493799859977,0.12229410982158395
5,1,4,0.6692478253230885,0.085959143016481
6,1,1,4.550913269788527,0.44419893393507515
6,1,2,1.3279341299004788,0.13275738852759345
6,1,3,1.21629100012402,0.12153857379684974
6,1,4,0.6342924558717353,0.09115385640367935
7,1,1,4.550944785659722,0.4442916100591958
7,1,2,1.3254343599112133,0.13253100938316686
7,1,3,1.209299085091681,0.1228508965719941
7,1,4,0.5974795204673429,0.0920494453386771
8,1,1,4.551009102890195,0.44419901008480167
8,1,2,1.3228854031118313,0.13180854205011272
8,1,3,1.1948659535834185,0.12291797277292327
8,1,4,0.560376585848787,0.09454212784809846
9,1,1,4.550853560319091,0.4441447954853679
9,1,2,1.3218370404442554,0.1316660318775038
9,1,3,1.1762204223231185,0.12211131494523375
9,1,4,0.5269470859544061,0.0949617479687368
10,1,1,4.551177200283664,0.4441052278194384
10,1,2,1.3187989462480632,0.1309675582319918
10,1,3,1.1504044030899685,0.12051244476246392
10,1,4,0.4961726291275603,0.09473877677399312
11,1,1,4.550843611001206,0.4441629998889489
11,1,2,1.3162484860923556,0.1303788950152276
11,1,3,1.1287653317649964,0.1199875043741847
11,1,4,0.46776358266127005,0.08871658366865698
12,1,1,4.550835205671618,0.44404220183845666
12,1,2,1.3138325254480518,0.13059991976438612
12,1,3,1.1012462042922042,0.11863661186515095
12,1,4,0.45200636328359867,0.08621354834545958
13,1,1,4.551071886961921,0.443882453543889
13,1,2,1.3121183538037497,0.12984664872882767
13,1,3,1.067204613794475,0.11588088057378165
13,1,4,0.4455516034103164,0.08451216353912949
14,1,1,4.550853054774262,0.4438483519719245
14,1,2,1.3102290164536283,0.1291576882961989
14,1,3,1.0309449219531137,0.11534783057645104
14,1,4,0.4534731403398382,0.08450350120814054
15,1,1,4.550628701489799,0.4437626186756969
15,1,2,1.3084104405290864,0.1286956556352914
15,1,3,0.9954039528311718,0.11377381039595003
15,1,4,0.4563987495820596,0.08302999247927412
16,1,1,4.5507468819199755,0.4437329714340308
16,1,2,1.3074058502876849,0.12840996208341604
16,1,3,1.0343513454183872,0.1153125188791928
16,1,4,0.9417482719970787,0.04571506259038438
17,1,1,4.550624780344265,0.44355813596220983
17,1,2,1.3057065896625284,0.12769434673610602
17,1,3,1.0730454178243862,0.11617420051799465
17,1,4,0.8787474796360186,0.05097438161611523
18,1,1,4.550809267384825,0.44360944986575923
18,1,2,1.3034717803062383,0.12721417112964284
18,1,3,1.112228736664325,0.11917875753088092
18,1,4,0.8431771710199873,0.06184514095796789
19,1,1,4.550935951602758,0.4433347095319675
19,1,2,1.2995869720400162,0.12607040577066497
19,1,3,1.144758020302179,0.12035729904005077
19,1,4,0.7963493073955306,0.07504943373599238
0,2,1,4.550845253007029,0.44350545292907206
0,2,2,1.2969562034467508,0.12540170569908726
0,2,3,1.1755263796656648,0.12258208578102936
0,2,4,0.7731936538671809,0.08821749816544067
1,2,1,4.550845253007029,0.44350545292907206
1,2,2,1.2969562034467508,0.12540170569908726
1,2,3,1.179653744603769,0.12277428881162011
1,2,4,0.7731188683887966,0.09028086753767384
2,2,1,4.55092700359436,0.44347115211892074
2,2,2,1.2972093095673793,0.12542894936457483
2,2,3,1.18432635209295,0.12387890880923669
2,2,4,0.7708864733822702,0.09406276707933592
3,2,1,4.550900497714876,0.44346971576885963
3,2,2,1.296816979864606,0.12524991985784606
3,2,3,1.1883431246382878,0.12419689898839747
3,2,4,0.7648168918388514,0.0979673171649571
4,2,1,4.551034463817368,0.44352697474275793
4,2,2,1.2960789875223488,0.12482505353909312
4,2,3,1.1982083070568361,0.12576505791260617
4,2,4,0.7538065315513816,0.10103074837405646
5,2,1,4.551034463817368,0.44352697474275793
5,2,2,1.2954459674001075,0.12444992729760385
5,2,3,1.2052940901511864,0.12640391185669664
5,2,4,0.7381181397686598,0.10509239024394756
6,2,1,4.5503425469448295,0.44365848566241795
6,2,2,1.293931963098478,0.1240010992611591
6,2,3,1.2142780602664311,0.12757779645861866
6,2,4,0.71754517757957,0.1062679814574039
7,2,1,4.550913339756587,0.44337109342615477
7,2,2,1.2934801794636508,0.12393864474459626
7,2,3,1.2222347710102515,0.1293428801777443
7,2,4,0.696406996383697,0.10999320235627019
8,2,1,4.551196306259694,0.4433769102785625
8,2,2,1.292231486415682,0.12384545207639075
8,2,3,1.230968612554368,0.1297176294411071
8,2,4,0.6853418548136592,0.11462569600893735
9,2,1,4.551204644741148,0.4433484825991467
9,2,2,1.2903433857005453,0.12341257362412072
9,2,3,1.2442903555327698,0.12950716002246665
9,2,4,0.6715234996640689,0.11846158328623857
10,2,1,4.551182833300505,0.44334293499283106
10,2,2,1.2902684462190432,0.12330478826411273
10,2,3,1.4135626582389706,0.11820745398261767
10,2,4,0.6638484651707293,0.11920329007021313
11,2,1,4.551247124751855,0.4435619578150174
11,2,2,1.2868729552540383,0.12259126864084013
11,2,3,1.391143030138589,0.11709483012401511
11,2,4,0.6544994412241572,0.12098489351518493
12,2,1,4.552017682066394,0.44350752875927846
12,2,2,1.284582850928314,0.12288995409950854
12,2,3,1.360245949651575,0.1145663752600159
12,2,4,1.0623022879429413,0.08470081796932716
13,2,1,4.551754017221928,0.44354286798918174
13,2,2,1.284330711778784,0.12294983958443861
13,2,3,1.3232420422413336,0.1128564282280764
13,2,4,1.0288709992335319,0.08213812298083312
14,2,1,4.551335389368685,0.4435054388553077
14,2,2,1.2801498767872284,0.1218088691903203
14,2,3,1.2855475049794816,0.110419711708857
14,2,4,1.002094779017674,0.08301100551773155
15,2,1,4.550728550656331,0.4432854508016941
15,2,2,1.2774106199898805,0.12111058357073246
15,2,3,1.249584069643399,0.10974588846102185
15,2,4,0.9759046094794535,0.0838594840898006
16,2,1,4.550813836637378,0.4432700465460435
16,2,2,1.2771490970893096,0.12086906839445932
16,2,3,1.214253666438574,0.10749178379299229
16,2,4,0.9618639702899197,0.0848124810461921
17,2,1,4.550588273036652,0.44331997796671274
17,2,2,1.2748905329089677,0.12036398145026928
17,2,3,1.1934573397126353,0.10248434901573855
17,2,4,0.9449711374838481,0.08905602572286142
18,2,1,4.551141490218029,0.4436431672211736
18,2,2,1.2712916855557763,0.11981095676259468
18,2,3,1.2143692921532745,0.1005010805215889
18,2,4,0.918942998488169,0.09187740101172981
19,2,1,4.551808953024132,0.44332757309844695
19,2,2,1.2703596138165905,0.11958096529272755
19,2,3,1.2439630262957238,0.10174916212815166
19,2,4,0.9010462326200477,0.09688544130194332
